temperature,rainfall,humidity,ph
25.65553461,217.3788583,83.47021081,7.120272972
24.44345477,267.9761948,82.45432595,5.950647577
20.2801937,191.9535738,82.1235421,7.236705436
21.7238313,277.9626192,80.2389895,6.501697816
20.41447029,245.1511304,82.20802629,7.592490617
25.75528612,245.6626799,83.51827127,5.875345751
20.61521424,279.5451717,83.77345559,6.932400225
21.84106875,202.3838319,80.72886384,6.946209881
20.08369642,263.6372176,83.29114712,5.739175027
24.45802087,182.5616319,82.74835604,6.738652179
21.14347496,198.6730942,80.33502926,5.594819626
25.78720567,243.5120414,82.11124033,6.946636369
23.64124821,263.1103304,80.28597873,5.012139669
23.43191632,269.5039162,80.56887849,6.363472208
24.97669518,204.8001847,83.891805,6.880431223
22.72791041,260.8875056,82.1706881,7.300410836
24.87300744,295.6094492,82.84022551,6.587918708
21.32376327,192.3197536,83.00320459,7.283736617
26.29465461,257.4914906,84.56919326,7.023936392
22.2286982,278.0791793,81.85872947,6.939083505
26.73072391,280.4044392,81.78596776,7.868474653
24.88921174,185.9461429,81.97927117,5.005306977
26.88444878,194.5766559,81.46033732,6.136131869
22.67846116,200.9133156,83.72874389,7.524080076
26.08867875,182.9043504,80.37979919,5.706943251
25.42977518,195.3574542,82.94682591,5.758506323
26.40323239,223.3671883,81.05635517,6.349606327
26.04371967,186.7536773,84.96907151,5.999969026
25.2827223,220.1156708,80.54372813,5.453592032
22.08576562,231.7364957,83.47038318,6.372576327
23.28617173,242.3170629,81.43321641,5.105588355
25.48591986,182.6549356,81.40633547,5.935344406
23.67575393,233.7034975,81.03569343,5.17782304
20.82477109,230.2242223,84.1341879,6.462391607
26.92995077,290.6793783,81.91411159,7.069172227
23.83509503,241.2013513,83.88387074,7.473134377
26.52872817,218.9163567,80.12267476,6.158376967
26.46428311,248.2256491,83.85642678,7.549873681
22.69657794,256.9964761,82.81088865,6.028321558
22.68319059,194.2651719,83.46358271,6.604993475
21.53346343,295.9248796,82.14004101,6.500343222
21.40865769,287.5766935,83.3293191,5.935745417
26.54348085,183.6222657,84.67353597,7.072655622
23.35905428,188.413665,83.59512273,5.333322606
22.61359953,87.75953857,63.69070564,5.749914421
26.10018422,102.2662445,71.57476937,6.931756558
23.55882094,66.71995467,71.59351368,6.657964753
19.97215954,60.65171481,57.68272924,6.596060648
18.47891261,65.43835393,62.69503871,5.970458434
21.77689322,102.0861694,57.80840636,6.158830619
25.6217169,105.4654703,66.50415474,6.047906679
25.19192419,78.06639649,66.6902901,5.913664501
20.41683147,65.27798457,62.5542482,5.855442401
24.92162194,109.2162279,66.78627406,5.750254943
23.31689124,94.29712821,73.4541537,5.852607099
24.84016732,74.05474936,68.3584573,6.472523287
22.27526694,63.87020584,58.84015925,6.967057762
18.87751445,94.76189431,65.76816093,6.082973754
25.19008683,72.12375573,60.2001687,5.919045532
18.25405352,63.72358154,55.28220433,6.204747653
24.6129118,104.1626147,70.4162444,6.600827017
25.1420613,76.68456006,65.26185135,6.021902237
23.09348056,65.49730729,60.1159381,6.033550195
18.05033737,84.23613484,62.89366992,6.28886807
24.9321581,79.74078719,73.80435276,6.550563823
18.14710054,88.07753741,71.09445342,5.573286437
18.28362235,80.97573281,66.65952796,6.829199275
18.83344471,79.7532896,58.75082029,5.716222912
25.71895816,74.51490791,67.22190688,5.54990242
25.33797709,96.46380213,68.49835977,6.586244581
23.89114571,102.8301942,57.48775781,5.893093135
21.53574127,102.4852929,71.50905983,5.918263801
23.08974909,70.43473609,63.10459626,5.588650585
25.61707368,108.8303762,63.4711755,6.576418207
21.44526922,65.88951188,63.1621551,6.178056304
18.51816776,90.988051,55.53128131,6.641906353
22.53510514,64.40866039,67.99257471,6.489040367
23.02038334,63.03843397,61.89472002,5.680361038
24.89364635,87.9298085,65.61418761,6.625404348
25.77175115,107.4931917,74.089114,6.524478032
19.39851734,60.95197486,62.35750641,5.696205468
21.54156232,109.7515385,59.64024162,6.803931519
23.79746068,91.76337172,74.82913698,6.252797548
18.9802729,94.26249353,74.52600826,6.092725883
24.10859207,71.07562236,73.13112261,6.234330356
24.7947077,76.72860067,70.04556743,5.722579819
21.63162756,69.21803098,60.27766379,6.430616465
25.37548751,101.7004306,57.21025565,5.983952675
22.21738222,106.6213157,72.85462807,6.80163854
20.58314011,66.29390357,69.00128641,6.499936446
24.87502824,91.26056654,68.74248334,6.265564338
20.03728219,109.024141,56.35606753,6.727303282
25.95263264,99.57981207,61.89082199,6.325235159
19.28889933,71.3195307,65.47050802,6.807487794
20.57981887,78.34604471,65.34583901,6.671085817
24.71417533,88.45361858,56.73426469,6.648725327
20.27317074,62.50351892,63.91281869,6.439071996
18.41932981,76.41312437,64.23580251,6.474476516
23.39128187,107.3198135,61.74427165,5.871647806
19.84939404,100.7689246,61.24500053,5.730617109
21.869274,107.2681929,61.91044947,5.850439831
22.8056033,101.5952794,56.50768935,5.791649933
19.0781471,80.72515943,69.02298571,6.740000688
22.02720976,83.73280082,65.35549924,6.272417541
23.80546189,89.9622014,59.24537979,5.715208817
18.52510753,88.10234397,69.0276233,5.773454729
23.50297882,64.77791424,61.32026065,5.584171461
26.54986394,73.33636055,72.89187265,5.787268394
19.29563411,83.21030571,69.63481219,5.77597783
20.68899915,103.651438,59.4375337,6.864793607
19.32666088,84.22969177,68.034493,6.192360003
24.60532218,96.59195302,73.58868502,6.636803223
22.27373646,67.96704792,59.52193158,5.826426917
25.70196694,83.20711308,61.33450447,6.960358276
19.20129357,87.85092352,68.30578978,6.11275104
21.70181447,95.71388473,60.47470519,6.708446922
20.51716779,67.61013737,59.21235483,5.561510732
23.30355338,97.59081274,73.62548442,5.873242491
24.2547451,64.23845455,55.64709899,6.995843776
24.86374934,75.82270467,65.7420046,5.714799723
22.6265115,88.17251033,65.77472881,6.78073637
18.04185513,104.2321615,60.61494304,5.513697923
23.26237612,67.10225139,72.33125523,5.798423908
22.88330922,67.72777298,71.59722446,6.352471866
25.97482359,103.2234212,69.36385721,6.822586546
26.14384005,107.2361366,66.20569924,6.655426355
18.66116213,75.03247667,61.55327249,6.121294041
25.10787449,78.16077693,55.97732754,5.790770203
23.33844615,105.0083144,59.24580604,6.47444292
25.08239719,62.49190812,65.92195844,6.455116637
25.36768364,107.9124111,72.52054555,6.606984086
25.34217103,74.52082026,63.31801994,6.330554389
25.00933355,62.91359494,67.816568,6.528631266
18.66746724,69.93293255,71.516474,5.721667141
20.37999665,108.5054416,63.73849998,6.644205485
18.09300227,78.96159541,72.61024172,6.376651091
26.16985907,79.84925393,71.96246617,6.247040422
18.65396672,93.62039175,61.37879671,6.656730008
26.07470121,85.75692395,59.37147589,6.2048017
18.92851916,82.34162918,72.80086137,6.158860284
23.30546753,108.7603001,63.24648023,6.385684214
18.74826712,70.23401597,62.49878458,6.417820493
19.74213321,65.50861389,59.66263104,6.381201909
25.73044432,98.73771338,70.74739256,6.877869005
17.02498456,88.55123143,16.98861173,7.485996067
19.02061277,79.92698081,17.13159126,6.920251378
17.88776475,68.54932919,15.40589717,5.996932037
18.86805647,88.51048983,15.65809214,6.391173589
18.36952567,79.26357665,19.56381041,7.152811172
20.45078582,92.68373702,15.40312102,5.988992796
20.6543203,74.6631118,16.60820843,6.231049028
17.3348681,82.61734721,18.74926979,7.550808267
18.17912258,81.84997529,18.90426935,7.010570541
18.01272266,81.98568791,18.30968112,8.753795334
20.99373558,93.55280105,19.33470387,8.718192847
19.46233971,74.58565097,15.22538951,7.976607593
19.81344531,78.96514709,14.69765308,6.515499549
18.97424756,80.7108745,19.5161216,8.490127142
18.19737048,70.18185181,14.71070537,6.576415562
18.72963144,71.58010169,19.18197264,6.481783043
20.99502153,73.50734019,19.8601304,7.966605025
20.28155898,82.52339655,16.39535215,8.140825437
17.48042641,66.96980581,15.7559405,7.228963452
20.88818675,90.46228334,14.32313811,6.492546046
17.08498521,71.31007253,16.14565756,7.528599957
20.09340593,85.74904898,15.11279612,7.701446446
17.57212145,89.31050665,14.99927489,8.519975748
19.12065218,85.52950164,18.43475844,6.620900869
18.57665902,72.94940441,19.22008229,8.104396058
17.16606398,72.32667516,14.42457525,6.204090835
18.2872007,74.87445574,16.67921616,6.051091339
19.03025305,94.70992037,18.66725565,7.690962338
17.1418614,83.74606679,17.0662427,7.829211144
17.47809436,78.92060234,17.93253975,6.761599706
20.56601874,83.75937135,14.25803981,6.654425315
17.22385224,76.57580954,15.82069268,6.129533877
19.69141713,91.76071648,19.44225438,8.829273328
17.84851658,76.32470713,19.09172907,8.621662982
18.8202251,89.73119396,16.1074793,8.204862075
17.47500984,93.35034262,16.54314829,6.18042747
18.72649425,81.20176515,17.58406365,7.978996755
18.65580107,81.70769297,16.17772668,7.863113671
18.2356751,83.74879344,19.68538502,6.967843048
18.81198127,77.5429424,15.21618225,6.206582193
18.65054116,77.92798682,17.80852431,8.868741443
20.36720401,82.2545577,16.89574311,8.766128654
18.38120357,70.52056697,16.63805158,8.736337905
17.17012591,72.78624223,17.30457712,8.081095263
19.37101121,85.24819851,15.77458129,6.138243973
17.92845928,85.37378769,14.27327988,7.496645259
19.45339934,75.6317566,18.23490739,8.380185271
19.12829388,89.61857826,14.92241479,6.289614016
19.1034283,75.49101167,17.26184541,6.586777189
17.48504075,86.05078037,16.96070581,6.89655198
19.40751744,80.25064637,18.98030507,7.806747656
20.18649426,78.26039559,19.63719995,7.150681303
17.30287885,75.57790384,15.15405941,6.64919573
17.50361137,72.9446671,15.48083156,7.778591618
18.17234999,90.7760707,14.70085967,6.358740355
17.57445618,77.81891424,16.71826572,8.255450758
20.93175255,78.06910795,18.91295403,6.456148474
19.71098332,85.57925437,17.63879418,6.613072145
19.07937684,69.40619137,17.86754927,8.165359297
18.54988627,76.32565249,16.02542689,7.64867466
18.19903647,80.6405403,17.41333199,6.545888558
18.88852533,80.1113384,14.99451145,7.104224797
18.49311205,91.94595352,14.72115044,7.358099622
19.48974337,87.51312796,17.17260319,6.4740245
17.25769499,94.00287214,18.74943955,7.840339389
19.62416326,88.4585692,18.71483156,7.064790365
20.67526473,84.78344008,19.85388984,7.599033472
20.02381489,68.97806542,16.63294455,6.715587232
20.1187446,88.68168643,14.44228303,6.81712422
20.65691793,65.23811143,15.84572566,7.985417393
19.2582557,65.78042032,14.2804191,7.545258424
17.927806,74.63872762,15.85622899,7.728998197
19.16288268,82.69766829,15.83500655,7.354973451
20.26942271,69.64449182,19.96978871,7.313122235
17.09104223,87.27444866,18.25142068,7.785039076
17.06579293,70.87150577,17.54024066,6.307004923
20.62767492,92.06630306,14.44008871,6.403982316
20.8248451,79.20509212,17.85057083,7.599279991
19.46210401,68.81405149,18.72831993,7.217018459
17.18248372,72.85017344,16.42891834,7.561108006
17.48911699,79.45758333,16.39055394,7.489545074
17.48395377,65.11365631,14.76014523,6.609696734
19.48316794,80.4986291,17.44534641,7.476800943
19.71359733,73.64476535,18.09665739,7.325451279
19.48649305,81.5284269,16.06240074,6.489389282
19.95264829,88.6810311,14.82633099,7.786366322
19.41789736,68.4951189,16.80472243,6.408437886
19.45591848,78.44910564,18.02235902,8.423873703
20.19137759,77.33795356,16.41998269,8.719960893
18.8392908,94.78189594,14.74071856,7.811997977
20.71219282,94.03659867,19.83643308,6.317153205
18.99424448,78.69707199,15.9362937,7.114405288
19.96837462,69.15759062,15.57324389,8.135900726
17.81564548,90.82097601,17.60756635,7.714153038
20.71424384,76.77888672,15.27824066,7.103798069
17.34150229,67.9545435,18.75626255,8.861479668
17.43732714,73.0926704,14.33847406,7.861128148
18.89780215,69.09512477,19.76182946,7.4526709
18.59190771,89.60982451,14.77959596,7.168096055
18.31561493,81.78710463,15.36143547,7.26311855
17.13692774,128.256862,20.59541693,5.68597166
19.63474332,106.3598183,18.90705639,5.759237003
22.91350245,109.225556,21.33953114,5.873171894
16.43340342,140.3717815,24.24045875,5.926676985
22.13974653,76.64128258,23.02251117,5.95561668
17.84806561,143.0984171,18.77621951,5.949949081
19.88394011,60.91974792,20.31564139,5.789214289
19.32509638,104.7783947,23.3334788,5.581021521
18.4167001,132.9801054,23.42829938,5.689858133
21.81167649,130.0608093,23.20591245,5.794158504
19.72702528,143.7630894,18.28173015,5.748190463
17.15432954,87.99669731,19.87070659,5.566522896
19.62207826,144.1567454,18.67170854,5.809419584
21.63149148,134.3649948,21.17919701,5.887263027
16.06522754,88.06638775,18.72479695,5.99812453
20.61162204,69.63833855,24.36314135,5.792744849
21.42451099,116.5206923,20.39659714,5.912289889
19.07096165,86.21917578,21.21092266,5.788386951
21.18853178,137.1948633,19.63438599,5.728233081
23.0429097,108.3684316,22.42610972,5.833940084
20.65375833,67.71768947,23.10538637,5.967533236
18.09551014,144.7902323,18.29318436,5.625096446
18.23775702,69.44951585,21.07643273,5.515615023
17.48189735,121.9401369,18.8251973,5.954665349
19.9191786,82.68554379,21.47324158,5.74644777
20.27514686,139.7521543,23.2353604,5.877347515
15.77370214,108.3441414,19.2303162,5.979973965
16.71170642,96.77285817,19.17651433,5.635993966
17.66148158,100.6711761,18.15302753,5.635231778
18.50692825,87.0513289,23.61670065,5.679224346
24.51324787,64.19497947,20.81527638,5.670062975
18.87614998,105.4120514,24.54038287,5.724242065
21.59343016,61.13872036,20.31871249,5.811314232
20.12373284,106.158201,24.45202552,5.783425416
15.43546065,139.0302034,18.37477907,5.607808432
22.64236876,122.3886015,21.59396123,5.946999529
21.98560799,129.5650601,24.87304788,5.852046999
20.53052663,120.4509288,18.09224048,5.824090984
15.78601387,95.17028129,21.14544088,5.502999119
19.6365349,96.65888933,19.68751084,5.821649914
20.57341244,87.87869161,19.7520218,5.711439256
20.16080524,138.2362122,24.84207559,5.514927264
21.53989176,120.6913038,24.25386207,5.99616119
15.53834801,107.3850593,23.75560241,5.695422863
19.91853092,108.6434544,20.70099804,5.833010958
20.76952209,109.0193712,18.93146941,5.568456899
23.46168338,95.84253438,23.22197648,5.645435626
24.32116642,60.27552528,21.0278674,5.821194486
20.12574053,100.0497183,24.96969858,5.659254981
21.80619564,125.0972687,18.57086554,5.945465949
19.52226241,113.334026,24.92607153,5.951177452
17.00067625,103.2926407,19.90790546,5.520880014
16.78791503,75.45328039,24.96881755,5.578410206
24.84906168,62.21292186,22.89464642,5.608165195
16.51783455,98.77794225,20.4555596,5.609435128
18.15300153,107.6907964,19.38602098,5.509295379
23.18864385,63.38208822,22.3104551,5.902033406
23.38002569,87.66898664,21.98879437,5.744117663
18.358923,138.414764,19.37703396,5.717143397
19.25975367,94.9533526,20.51346956,5.542690119
22.95458237,107.7315386,24.03553105,5.858617867
20.120043,104.6252153,22.89845607,5.618844277
21.14011423,141.6056722,22.7182355,5.606620346
24.92360104,62.7089169,18.22590825,5.582178402
15.33042636,135.3315583,24.91506728,5.56503533
18.81097271,125.084915,21.27833035,5.889614577
23.44260668,107.4137246,22.77255917,5.934136378
22.8352024,63.59276673,18.97267518,5.683548308
24.9035819,146.4727237,22.27512704,5.70836603
23.78709569,119.6404412,24.35679348,5.948164454
22.05592283,126.7265372,19.60379304,5.774755144
18.87492997,134.1811718,20.18238348,5.97229163
18.62328774,135.3378033,23.02410338,5.532100554
23.00884744,100.118612,18.86880997,5.669560726
19.33162606,68.51253427,24.13995025,5.655726817
16.24469193,66.97053257,21.35793891,5.591704014
17.91652287,69.14681022,24.90814655,5.932323085
15.46789263,88.88796102,21.43780702,5.824208309
17.06104474,81.83420522,23.77201471,5.86442953
21.32776028,109.1013261,18.48522915,5.866744372
23.90910104,81.60211243,20.74619325,5.706198621
23.89756791,112.6616435,22.74378977,5.940546818
22.98666928,143.8584938,20.57940608,5.916779289
21.35135729,146.4548645,22.91244883,5.779090476
24.1638445,116.7324324,19.27907819,5.82738029
24.62835037,149.7441028,18.18325169,5.514234138
21.02213209,124.6118471,24.93896255,5.662699104
17.30844532,115.199245,20.01730914,5.86390397
23.82576704,84.64143632,24.75485098,5.624690248
19.30607278,129.3449326,23.96362799,5.591560999
16.03768615,130.3900798,22.33195853,5.976312538
19.18572809,80.15293435,20.83398341,5.669236258
19.92889503,64.02640797,21.79992115,5.961934481
19.56376468,139.2921004,24.67385131,5.690065688
18.31357543,76.14153904,24.32991649,5.698371311
20.10993761,73.36386477,23.22323766,5.59503163
23.60506572,100.5978728,21.90539577,5.525904526
19.73136909,84.06354115,24.89487354,5.819403771
20.93409877,133.1914419,21.1893007,5.562201934
18.78226261,104.2570723,20.24768314,5.630664753
36.51268371,122.6539694,57.92887167,6.03160778
36.89163721,163.7266551,62.73178224,5.269084669
29.23540524,103.3301803,59.38967583,5.985792703
27.33534897,142.3303677,43.35795962,6.09186275
21.0643684,184.6226709,55.46985938,5.624731338
30.33276599,149.299952,42.35249879,6.446091759
31.80130272,147.0361442,45.03186173,5.623490043
33.18184225,198.8298806,38.23184742,5.864623352
29.38538562,90.05422663,63.47742011,5.761702519
30.27374995,127.7767134,67.38680755,4.696518678
35.45790488,108.6333046,68.75810535,5.269504214
33.80020039,176.6165894,40.03262418,7.445444883
28.69180475,96.36222901,49.47225353,5.833031708
31.24021696,122.0146733,56.67369054,7.339320929
28.98039357,120.7435664,57.23265151,6.347929353
27.32198928,96.51524028,34.13737127,4.697750704
21.47607807,180.382234,38.80023714,4.962661422
18.31910448,107.4721605,34.69776639,4.964887857
36.97794384,161.4812963,37.73992903,5.642813116
24.80467592,121.5639121,40.1242747,5.6093956
19.3479443,194.5921148,55.96805489,4.681576043
28.88302142,179.2155874,50.12323801,5.70951224
19.54314136,192.4372194,47.19188279,6.413543781
24.7741949,114.2821387,50.54621094,6.007508163
18.33124824,139.6483317,38.40975482,4.946369874
19.14729038,132.7748215,45.3733757,5.517208078
28.23416057,186.5008581,49.4421345,5.902103172
30.11812084,157.0858232,34.13307843,5.719889876
33.4126864,139.6702541,35.42910045,4.548202098
24.18553163,177.3377996,46.68746847,6.669529416
26.88630675,94.46748008,41.69617915,4.750929218
31.33170829,161.7820226,57.97429171,4.946263888
33.30711818,108.5090168,67.07780816,5.266227032
23.45379018,150.8712202,46.48714759,7.10959773
34.53823889,168.5948318,39.04468913,5.617008201
19.50112224,197.3752649,34.51086611,5.632353113
28.76794904,91.72084869,37.57792132,4.674941549
30.97758716,180.716828,32.24914235,7.161797643
18.39759147,93.12330644,36.82639309,6.624966131
35.09357419,116.9106908,30.98685456,5.004074624
34.93174223,159.2649827,30.40046769,6.345806011
29.50523036,187.8961851,35.72032498,6.216814453
34.51934775,129.0064612,47.52980027,5.921666758
28.43430726,147.0414824,52.10010827,6.012719118
18.41645629,163.2747473,34.80541039,4.684079249
31.07508973,91.31256412,47.19847683,7.077170002
20.89342749,195.5697875,46.24856523,6.208843215
30.90607799,170.9919828,52.79913039,7.05181629
27.9348279,145.3728801,66.45457122,4.722222454
35.95176642,136.0456753,36.52780776,6.418062652
19.54317155,173.1686574,56.92831399,4.803564468
19.63736208,176.4134092,32.31528909,4.608695247
31.2192752,129.2028653,56.46868874,5.611510977
33.50876355,126.6738117,45.70976142,7.322097972
24.80710166,188.4928637,45.01110015,5.023115055
36.20970524,191.0658531,31.94550613,5.617122801
30.50420876,162.5927723,35.48885969,5.391560418
26.01630259,160.3337447,49.94704718,5.906596905
31.48469278,100.546816,35.6395615,6.574209678
33.15122581,105.0380275,32.45974539,4.807776749
23.50222822,192.3023991,51.29019509,4.760038039
34.87248659,148.2502786,38.83786012,5.180271502
28.09269012,197.1144011,44.93322042,4.895927306
24.54757829,118.3606557,57.3414485,6.436160044
33.64769646,100.4673278,48.41490082,7.066087261
20.5591255,191.0895109,60.54880693,6.655918078
19.95991719,195.787103,59.33157782,5.982854523
28.87667593,182.2688175,62.4901206,5.457871273
36.04353699,159.8938645,43.61444121,4.759490199
23.6734328,141.1250722,47.2879691,7.342409555
25.74679443,100.7791633,40.7192594,4.820788186
31.08564994,175.9303271,66.68832981,6.242052013
18.72987676,139.8710041,61.33186249,5.001038726
29.50304807,189.5208915,63.46513414,5.560224583
20.43517772,137.2279662,39.37252634,4.747352458
36.00415838,134.8596466,56.01334416,7.313517308
31.46846241,174.5723999,35.39454002,5.661826398
36.30049702,101.6073988,56.03021253,4.672437054
29.49096726,153.2504506,67.10604388,6.471862118
30.5753044,177.5764304,34.75591197,5.384762927
24.69487673,91.95792434,59.96669215,5.859813416
23.17409556,162.5931264,36.67847052,6.962386495
19.04380471,155.3705624,33.10695144,6.12166671
29.32379604,165.4113371,45.93248374,6.421748487
34.6455408,180.9009998,54.32342534,4.828936119
21.9989826,136.8274312,56.31006755,6.98571967
22.99774444,159.689339,60.24218572,4.603563116
30.55992394,178.8998611,35.29006485,6.979540061
31.46417866,165.405354,48.17631461,7.064973419
25.95058595,109.1821183,40.58227261,5.16516459
21.01142393,185.2039114,69.69141302,5.111488821
19.25100056,149.063196,47.70351758,5.374358869
19.24462755,180.6465282,50.54495302,5.671419084
22.47253208,96.74706956,62.56532471,5.667419697
36.75087487,124.6028153,58.25799145,6.07938452
29.89286629,198.1403003,66.35375127,6.931924963
29.37735586,172.40168,44.82294584,6.842744374
29.65052947,186.9226052,42.89833235,6.876572503
19.54284889,173.1106982,66.34777265,6.151029296
20.04611791,122.4564203,48.93905624,4.567446499
27.91095209,32.67891866,64.70930606,3.692863601
27.32220619,36.5037914,51.27868781,4.371745575
28.66024187,36.92629678,59.3189118,8.399135958
29.02955344,72.98016599,61.09387478,8.840656256
27.78031515,32.05025323,54.65030015,8.153022903
31.99928579,71.6266696,54.1077461,5.270749441
27.33580911,73.44775287,55.27755933,8.050304395
28.92952635,66.35634104,53.57014709,9.679240873
27.65472156,36.94255012,58.59986279,6.974978386
28.52396666,61.32935611,55.77264351,7.39389918
31.02215872,53.56783314,45.89239456,6.68727523
25.74095321,67.43488235,45.38497051,7.88118645
31.70447482,44.94317432,56.85420099,5.875333778
24.47876451,34.96933295,58.51663927,8.202706015
31.46511256,74.44330654,51.79939437,8.985348193
25.60973447,53.39249517,50.7330069,5.87707519
30.30260453,68.04039813,47.18283631,7.707595055
28.17489437,45.78172762,43.6672299,4.524171562
25.50634557,74.32635105,44.8302551,9.926212291
31.12896766,32.76742894,43.58788762,6.455592696
26.34043268,35.1051197,55.59160391,8.016210782
28.23494706,72.66666443,61.5620517,3.71105919
27.04453473,48.25207759,49.32609633,5.49091063
25.16125354,40.89732789,55.25435777,9.254089438
27.3179125,32.55919573,51.66921088,6.005242945
25.4123765,31.87416982,49.66474269,7.437078236
31.21629982,53.1205277,46.01868196,3.808429173
30.573999,62.74803826,58.22686794,5.818219385
25.42517036,46.19374559,53.2208266,4.52363558
27.09400578,41.53749535,43.65305437,3.510404312
24.30935081,58.99536268,56.32938343,6.030447288
30.06142622,41.0550915,45.90067655,5.498340808
28.09568993,33.84110759,60.9835384,4.61136408
26.33908791,55.50429227,40.00933429,5.545219232
28.61409059,57.02891698,57.14218792,8.292875734
28.70012137,44.11622138,44.359648,3.828031463
24.21610338,42.24783476,59.79236306,8.869532817
28.50677929,66.1761456,45.20094476,3.793575185
25.97948991,72.19245835,64.95585424,4.193189124
30.88482722,55.053805,41.36561835,7.661537348
25.5042419,65.07981523,61.66852372,9.392694614
25.12528913,38.48678973,51.33189406,4.516154055
27.10508014,62.20279647,63.56791363,5.794289715
31.1006247,70.79934452,44.82069159,7.354286985
26.45707778,64.16167699,56.40226277,5.993513566
30.04132304,31.83192392,63.56222995,8.620107545
27.77799528,50.28438729,54.82130787,9.45949344
30.99256944,58.27600682,43.02151392,8.0344125
26.4908332,36.99362831,47.36534833,5.414492777
31.96987867,64.25520357,57.17377029,6.276004336
25.36140526,55.60523179,46.82652785,9.160691747
25.54249137,48.46797044,56.96640758,7.887658711
28.99319096,70.4713043,62.85948245,8.183844843
29.34317422,34.03335472,60.50320928,9.072011412
28.63618921,68.54877876,61.39451307,7.702287236
24.83206631,52.0810886,44.17085032,5.88509677
25.44689075,57.04826619,58.55363573,6.16496284
31.01274943,63.77192383,62.40392519,3.504752314
27.06179658,60.74583498,52.3003173,7.388007483
27.0956288,71.1271039,42.26206161,8.340398059
28.56800579,64.53027638,57.30636014,8.66077954
28.79929247,40.85534718,49.84213387,3.558822825
27.94293692,69.66289997,45.41393636,5.9565851
30.47757686,61.86633917,61.58245338,9.416003106
30.58139475,64.58559639,50.77148138,8.18422855
26.85911286,44.13827124,41.81420849,5.131779302
26.31051759,35.73403813,61.18749126,6.294130313
28.77833449,33.95825723,44.2252605,7.991902443
28.90245417,71.90018566,43.35365671,8.923095695
29.37687468,38.34303462,57.69622912,6.878498176
24.17093241,59.18953429,58.25204566,5.243634849
26.65333029,36.91852635,59.79023382,7.550090941
28.19912143,52.13580529,53.50567601,8.709291688
28.76488954,55.21606732,52.62741529,7.792508068
29.3499706,40.82840673,61.25353851,8.055908858
28.00937423,36.01203025,52.60950014,4.397698806
26.85851927,34.7426459,48.8246387,5.952384957
31.2123945,53.78769958,40.92604945,8.532078733
24.20422636,46.0203959,61.43378674,7.224193642
29.98835437,52.92929636,49.60384796,4.931890506
29.93964907,45.43669946,54.61813464,4.626212446
31.2119298,68.80141783,41.55934359,5.026003659
26.80474415,43.87801983,48.23991436,3.5253661
